project_id,project_name,sector,ministry,state,implementing_agency,original_cost,revised_cost,current_expenditure,planned_start_date,planned_completion_date,revised_completion_date,actual_completion_date,month,physical_progress_percentage,financial_progress_percentage,milestone_status,delay_months,source_report,source_url
N04000100,"CONSTRUCTION OF NEW INTEGRATED TERMINAL BUILDING, CONTROL TOWER CUM TECHNICAL BLOCK, APRON, LINK TAX",,,,AAI,499.0,,95.59,,2024-07-01,2025-03-01,,2024-06-30,31.48,19.1563,,8.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N04000100,"CONSTRUCTION OF NEW INTEGRATED TERMINAL BUILDING CONTROL TOWER CUM TECHNICAL BLOCK, APRON, LINK TAX",,,,AAI,499.0,,115.07,,2024-07-01,2025-12-01,,2024-10-31,37.88,23.0601,,17.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N04000100,"CONSTRUCTION OF NEW INTEGRATED TERMINAL BUILDING, CONTROL TOWER CUM TECHNICAL BLOCK, APRON, LINK TAX",,,,AAI,499.0,,115.07,,2024-07-01,2026-03-01,,2024-11-30,37.88,23.0601,,20.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N04000101,CONSTRUCTION OF NEW TERMINAL BUILDING AT JODHPUR AIRPORT,,,,AAI,480.0,,83.17,,2024-11-01,2025-01-01,,2024-06-30,38.0,17.3271,,2.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N04000101,CONSTRUCTION OF NEW TERMINAL BUILDING AT JODHPUR AIRPORT,,,,AAI,480.0,,133.61,,2024-11-01,2025-06-01,,2024-10-31,55.0,27.8354,,7.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N04000101,CONSTRUCTION OF NEW TERMINAL BUILDING AT JODHPUR AIRPORT,,,,AAI,480.0,,142.82,,2024-11-01,2025-06-01,,2024-11-30,58.0,29.7542,,7.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N04000102,"PRAYAGRAJ AIRPORT - CONSTRUCTION OF NEW TERMINAL BUILDING, SECOND LINK TAXI TRACK, APRON EXPANSION,",,,,AAI,185.75,232.52,28.26,,2024-11-01,2024-12-01,,2024-06-30,30.0,12.1538,,1.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N04000102,"PRAYAGRAJ AIRPORT - CONSTRUCTION OF NEW TERMINAL BUILDING, SECOND LIN TAXI TRACK, APRON EXPANSION,",,,,AAI,185.75,232.52,98.02,,2024-11-01,2024-12-01,,2024-10-31,51.0,42.1555,,1.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N04000102,"PRAYAGRAJ AIRPORT - CONSTRUCTION OF NEW TERMINAL BUILDING, SECON LINK TAXI TRACK, APRON EXPANSION,",,,,AAI,185.75,274.38,113.75,,2024-11-01,2025-06-01,,2024-11-30,55.0,41.4571,,7.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N04000103,RAJAHMUNDRY AIRPORT: CONSTRUCTION OF NEW DOMESTIC TERMINAL BUILDING AND MISCELLANEOUS WORKS INCLUD,,,,AAI,347.15,,31.65,,2025-08-01,2025-08-01,,2024-06-30,20.0,9.1171,,0.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N04000103,RAJAHMUNDRY AIRPORT: CONSTRUCTION OF NEW DOMESTIC TERMINAL BUILDING AND MISCELLANEOUS WORKS INCLUD,,,,AAI,347.15,,45.3,,2025-08-01,2025-08-01,,2024-10-31,28.0,13.0491,,0.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N04000103,RAJAHMUNDRY AIRPORT: CONSTRUCTION OF NEW DOMESTIC TERMINAL BUIL AND MISCELLANEOUS WORK INCLUD,,,,AAI,347.15,,51.74,,2025-08-01,2025-08-01,,2024-11-30,30.0,14.9042,,0.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N04000104,UDAIPUR AIRPORT- CONSTRUCTION OF NEW INTEGRATED PASSENGER TERMINAL BUILDING,,,,AAI,887.0,,76.58,,2026-03-01,2026-03-01,,2024-06-30,18.1,8.6336,,0.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N04000104,UDAIPUR AIRPORT- CONSTRUCTION OF NEW INTEGRATED PASSENGER TERMINAL BUILDING,,,,AAI,887.0,,165.35,,2026-03-01,2026-09-01,,2024-10-31,31.78,18.6415,,6.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N04000104,UDAIPUR AIRPORT- CONSTRUCTION OF NEW INTEGRATED PASSENGER TERMINAL BUILDING,,,,AAI,887.0,,165.35,,2026-03-01,2026-09-01,,2024-11-30,35.09,18.6415,,6.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N04000105,BELAGAVI AIRPORT- EXPANSION OF TERMINAL BUILDING AND ASSOCIATED WORKS,,,,AAI,322.45,,26.58,,2026-02-01,2026-02-01,,2024-06-30,7.0,8.2431,,0.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N04000105,BELAGAVI AIRPORT- EXPANSION OF TERMINAL BUILDING AND ASSOCIATED WORKS,,,,AAI,322.45,,42.91,,2026-02-01,2026-02-01,,2024-10-31,20.0,13.3075,,0.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N04000105,BELAGAVI AIRPORT- EXPANSION OF TERMINAL BUILDING ASSOCIATED WORKS,,,,AAI,322.45,,47.35,,2026-02-01,2026-02-01,,2024-11-30,25.0,14.6844,,0.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N04000106,KADAPPA AIRPORT- CONSTRUCTION OF NEW DOMESTIC TERMINAL BUILDING AND MISCELLANEOUS WORKS INCLUDING MA,,,,AAI,265.91,,5.89,,2026-01-01,2026-01-01,,2024-06-30,3.5,2.215,,0.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N04000106,KADAPPA AIRPORT- CONSTRUCTION OF NEW DOMESTIC TERMINAL BUILDING AND MISCELLANEOUS WORKS INCLUDING MA,,,,AAI,265.91,,23.97,,2026-01-01,2026-01-01,,2024-10-31,16.0,9.0143,,0.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N04000106,KADAPPA AIRPORT- CONSTRUCTION OF NEW DOMESTIC TERMINAL BUIL AND MISCELLANEOUS WORK INCLUDING MA,,,,AAI,265.91,,27.25,,2026-01-01,2026-01-01,,2024-11-30,16.0,10.2478,,0.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N04000107,JAMMU - CONSTRUCTION OF NEW CIVIL ENCLAVE,,,,AAI,861.37,,17.44,,2026-06-01,2026-06-01,,2024-06-30,3.0,2.0247,,0.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N04000107,JAMMU - CONSTRUCTION OF NEW CIVIL ENCLAVE,,,,,861.37,,67.0,,2026-06-01,2026-06-01,,2024-10-31,14.0,7.7783,,0.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N04000107,JAMMU - CONSTRUCTION OF NEW CIVIL ENCLAVE,,,,,861.37,,77.57,,2026-06-01,2026-06-01,,2024-11-30,15.0,9.0054,,0.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N04000108,HUBBALI AIRPORT - CONSTRUCTION OF NEW DOMESTIC TERMINAL BUILDING AND MISCELLANEOUS WORKS,,,,AAI,320.47,,5.78,,2026-02-01,2026-01-01,,2024-06-30,4.0,1.8036,,-1.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N04000108,HUBBALI AIRPORT - CONSTRUCTION OF NEW DOMESTIC TERMINAL BUILDING AND MISCELLANEOUS WORKS,,,,AAI,320.47,,18.21,,2026-02-01,2026-01-01,,2024-10-31,16.0,5.6823,,-1.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N04000108,HUBBALI AIRPORT - CONSTRUCTION OF NEW DOMESTIC TERMINAL BUI AND MISCELLANEOUS WOR,,,,AAI,320.47,,24.25,,2026-02-01,2026-01-01,,2024-11-30,19.0,7.567,,-1.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N04000109,"NSCBI AIRPORT KOLKATA: RE- CONSTRUCTION OF RIGID POSITIONS OF SECONDARY RUNWAY, 'K' AND 'A' TAXIWAY",,,,AAI,328.3,,29.44,,2025-10-01,2025-10-01,,2024-06-30,16.0,8.9674,,0.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N04000109,"NSCBI AIRPORT KOLKATA: RE- CONSTRUCTION OF RIGID POSITIONS OF SECONDARY RUNWAY, 'K' AND 'A' TAXIWAY",,,,AAI,328.3,,52.94,,2025-10-01,2025-10-01,,2024-10-31,25.0,16.1255,,0.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N04000109,"NSCBI AIRPORT KOLKATA: RE- CONSTRUCTION OF RIGID POSITIONS OF SECONDARY RUNWAY, 'K' AND 'A' TAX",,,,AAI,328.3,,64.42,,2025-10-01,2025-10-01,,2024-11-30,31.0,19.6223,,0.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N04000110,PAKYONG AIRPORT- WIDENING OF BASIC STRIP AT WESTERN SIDE OF RUNWAY CHAINAGE 80M TO 920M I/C SLOPE ST,,,,AAI,323.26,,6.01,,2026-06-01,2026-06-01,,2024-06-30,3.0,1.8592,,0.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N04000110,PAKYONG AIRPORT- WIDENING OF BASIC STRIP AT WESTERN SIDE RUNWAY CHAINAGE 80M TO 920M I/C SLOPE ST,,,,AAI,323.26,,11.3,,2026-06-01,2026-06-01,,2024-10-31,4.5,3.4956,,0.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N04000110,PAKYONG AIRPORT- WIDENING OF BASIC STRIP AT WESTE SIDE OF RUNWAY CHAINAGE 80M TO 920M I/C SLOPE S,,,,AAI,323.26,,11.96,,2026-06-01,2026-06-01,,2024-11-30,6.0,3.6998,,0.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N04000111,CALICUT AIRPORT - DEVELOPMENT OF ADDITIONAL RESA ON EITHER END ON RUNWAY 10-28 AT CALICUT AIRPORT,,,,AAI,323.98,,0.0,,2025-09-01,2025-09-01,,2024-06-30,0.7,0.0,,0.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N04000111,CALICUT AIRPORT - DEVELOPMENT OF ADDITIONAL RESA ON EITHER END ON RUN 10-28 AT CALICUT AIRPORT,,,,AAI,323.98,,0.0,,2025-09-01,2025-09-01,,2024-10-31,3.0,0.0,,0.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N04000111,CALICUT AIRPORT - DEVELOPMENT OF ADDITIO RESA ON EITHER END ON RUNWAY 10-28 AT CALICU AIRPORT,,,,AAI,323.98,,10.62,,2025-09-01,2025-09-01,,2024-11-30,3.5,3.278,,0.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N04000112,"DARBHANGA:DEVELOPMENT OF NEW CIVIL ENCLAVE AT DARBHANGA, BIHAR. SH- CONSTRUCTION OF NEW TERMINAL BUI",,,,AAI,911.66,,0.0,,2026-07-01,2026-07-01,,2024-10-31,0.0,0.0,,0.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N04000112,"DARBHANGA:DEVELOPMENT OF NEW CIVIL ENCLAVE AT DARBHANGA, BIHAR. SH- CONSTRUCTION OF NEW TERMINAL BUI",,,,AAI,911.66,,5.16,,2026-07-01,2026-07-01,,2024-11-30,0.0,0.566,,0.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N04000113,AGRA: DEVELOPMENT OF NEW CIVIL ENCLAVE AT AGRA AIRPORT,,,,,579.0,,0.0,,2026-07-01,2026-07-01,,2024-10-31,0.0,0.0,,0.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N04000113,AGRA: DEVELOPMENT OF NEW CIVIL ENCLAVE AT AGRA AIRPORT.,,,,AAI,579.0,,0.0,,2026-07-01,2026-07-01,,2024-11-30,0.0,0.0,,0.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N04000114,"VARANASI: DEVELOPMENT OF LAL BAHADUR SHASTRI INTERNATIONAL AIRPORT, VARANASI.",,,,AAI,2869.65,,0.0,,2027-07-01,2027-07-01,,2024-10-31,0.0,0.0,,0.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N04000114,"VARANASI: DEVELOPMENT OF LAL BAHADUR SHASTRI INTERNATIONAL AIRPORT, VARANASI.",,,,AAI,2869.65,,7.54,,2027-07-01,2027-07-01,,2024-11-30,1.6,0.2627,,0.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N04000115,BAGDOGRA AIRPORT: DEVELOPMENT OF NEW CIVIL ENCLAVE AT BAGDOGRA AIRPORT. SUB-HEAD : CONSTRUCTION OF N,,,,AAI,1549.0,,29.46,,2027-03-01,2027-03-01,,2024-10-31,0.3,1.9019,,0.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N04000115,BAGDOGRA AIRPORT: DEVELOPMENT OF NEW CIVI ENCLAVE AT BAGDOGRA AIRPORT. SUB-HEAD : CONSTRUCTION OF N,,,,AAI,1549.0,,44.52,,2027-03-01,2027-03-01,,2024-11-30,1.3,2.8741,,0.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N06000008,KUSMUNDA 50)MTY,,,,SECL,7612.33,,4386.92,,2023-03-01,2025-03-01,,2024-06-30,81.0,57.6291,,24.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N06000008,KUSMUNDA EXPN.OCP(SECL)(15- 50)MTY,,,,,7612.33,,4610.3,,2023-03-01,2025-03-01,,2024-10-31,81.0,60.5636,,24.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N06000008,KUSMUNDA EXPN.OCP(SECL)(15- 50)MTY,,,,,7612.33,,4627.85,,2023-03-01,2025-03-01,,2024-11-30,80.0,60.7941,,24.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N06000045,PELMA,,,,SECL,1624.59,,13.66,,2023-03-01,2030-03-01,,2024-06-30,11.0,0.8408,,84.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N06000076,KARTALI (EAST) OCP,,,,SECL,178.44,,9.02,,2014-03-01,2026-03-01,,2024-06-30,18.0,5.0549,,144.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N06000083,CHURI BENTI UG,,,,CCL,163.51,,133.35,,2011-03-01,2024-09-01,,2024-06-30,84.4,81.5546,,162.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N06000087,RAJRAPPA RCE OCP ( 3.0 MTY),,,,CCL,510.85,,488.31,,2016-03-01,2025-03-01,,2024-06-30,74.5,95.5877,,108.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N06000088,KARMA OCP (1.0MTY),,,,CCL,162.46,,95.92,,2014-03-01,2024-09-01,,2024-06-30,75.0,59.0422,,126.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N06000096,MURAIDIH UG TURN- KEY PROJECT,,,,BCCL,339.88,,151.19,,2014-04-01,2026-01-01,,2024-06-30,70.0,44.4833,,141.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N06000096,MURAIDIH UG TURN-KEY PROJECT,,,,,339.88,,190.48,,2014-04-01,2026-01-01,,2024-11-30,70.0,56.0433,,141.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N06000098,MOONIDIH XV SEAM UG,,,,BCCL,1230.27,,588.91,,2019-03-01,2026-02-01,,2024-06-30,80.0,47.8684,,83.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N06000104,CHHAL OC SEAM -III,,,,SECL,610.63,,559.06,,2022-03-01,2025-03-01,,2024-06-30,80.0,91.5546,,36.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N06000112,BASUNDHARA (WEST),,,,MCL,479.15,,264.67,,2019-03-01,2027-03-01,,2024-06-30,62.0,55.2374,,96.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N06000112,BASUNDHARA (WEST) OC,,,,,479.15,,266.76,,2019-03-01,2027-03-01,,2024-10-31,62.0,55.6736,,96.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N06000112,BASUNDHARA (WEST) OC,,,,,479.15,,266.76,,2019-03-01,2027-03-01,,2024-11-30,62.0,55.6736,,96.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N06000113,SIARMAL OCP,,,,MCL,5194.96,,3386.76,,2029-03-01,2029-03-01,,2024-06-30,42.5,100.0,,0.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N06000117,GARJANBAHAL OCP,,,,MCL,1375.38,,819.66,,2021-03-01,2026-03-01,,2024-06-30,58.0,59.5952,,60.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N06000122,AMRITDHARA OC PROJECT,,,,SECL,481.6,,3.4,,2023-03-01,2027-03-01,,2024-06-30,15.0,0.706,,48.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N06000123,AMERA OC RCE,,,,SECL,335.97,,90.39,,2018-03-01,2026-03-01,,2024-06-30,37.0,26.9042,,96.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N06000124,RAJNAGAR OCP RPR,,,,SECL,357.8,,88.19,,2021-03-01,2026-03-01,,2024-06-30,41.0,24.6478,,60.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N06000125,KANCHAN OC EXPANSION,,,,SECL,371.04,,128.87,,2021-03-01,2026-03-01,,2024-06-30,36.0,34.7321,,60.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N06000126,MADHUBAND NLW WASHERY,,,,BCCL,289.45,,299.38,,2014-05-01,2023-11-01,,2024-06-30,100.0,99.1325,,114.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N06000132,AMALGAMATED YEKONA-I YEKONA-II,,,,WCL,727.28,,534.87,,2025-03-01,2025-03-01,,2024-06-30,86.0,73.5439,,0.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N06000132,AMALGAMATED YEKONA-I YEKONA- II,,,,,727.28,,534.87,,2025-03-01,2025-03-01,,2024-10-31,86.0,73.5439,,0.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N06000132,AMALGAMATED YEKONA-I YEKONA-II,,,,,727.28,,534.87,,2025-03-01,2025-03-01,,2024-11-30,86.0,73.5439,,0.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N06000134,BATURA HIGHWALL PROJECT,,,,SECL,231.92,,2.75,,2022-03-01,2025-03-01,,2024-06-30,23.7,1.1858,,36.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N06000135,AMGAON OPENCAST,,,,SECL,316.1,,191.16,,2020-03-01,2026-03-01,,2024-06-30,56.0,60.4745,,72.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N06000135,AMGAON OPENCAST PROJECT RCE,,,,,316.1,,187.5,,2020-03-01,2026-03-01,,2024-10-31,65.0,59.3167,,72.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N06000135,AMGAON OPENCAST PROJECT RCE,,,,,316.1,,187.5,,2020-03-01,2026-03-01,,2024-11-30,65.0,59.3167,,72.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N06000136,DURGAPUR OPENCAST,,,,SECL,916.24,,19.54,,2023-03-01,2026-03-01,,2024-06-30,18.0,2.1326,,36.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N06000140,MADANNAGAR,,,,SECL,1875.32,,0.0,,2024-03-01,2030-03-01,,2024-06-30,5.0,0.0,,72.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N06000143,HURA - C OC (3 MTY),,,,ECL,359.69,859.41,316.19,,2022-03-01,2029-03-01,,2024-06-30,52.0,36.7915,,84.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N06000148,AMADAND OPENCAST,,,,SECL,869.44,,258.24,,2021-03-01,2027-03-01,,2024-06-30,64.0,29.7019,,72.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N06000148,AMADAND OPENCAST EXPANSION PROJECT,,,,,869.44,,250.82,,2021-03-01,2027-03-01,,2024-10-31,64.0,28.8485,,72.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N06000148,AMADAND OPENCAST EXPANSION PROJECT,,,,,869.44,,253.51,,2021-03-01,2027-03-01,,2024-11-30,64.0,29.1578,,72.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N06000152,NEYVELI UTTAR PRADESH POWER PROJECT LIMITED 1980 MW,,,,NLC,17237.0,19406.12,17216.7,,2021-11-01,2025-03-01,,2024-06-30,83.62,88.7179,,40.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N06000152,NEYVELI UTTAR PRADESH POWER PROJECT LIMITED 1980 MW,,,,,17237.0,19406.12,18538.02,,2021-11-01,2025-06-01,,2024-10-31,86.72,95.5267,,43.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N06000152,NEYVELI UTTAR PRADESH POWER PROJECT LIMITED 19 MW,,,,NLC,17237.0,21780.94,18887.42,,2021-11-01,2025-06-01,,2024-11-30,87.78,86.7154,,43.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N06000154,NILJAI EXPANSION,,,,WCL,319.76,319.76,281.4,,2022-03-01,2025-03-01,,2024-06-30,98.0,88.0035,,36.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
